"NUM_OC","FECHA_CIERRE_TAREA","TIPO_SLA","ANS2","mes"
"2969564",2021-03-05 19:57:03,"SLA8","Cumple",2021-03-01
"2969624",2021-03-05 21:47:38,"SLA8","Cumple",2021-03-01
"2969635",2021-03-05 21:49:09,"SLA8","Cumple",2021-03-01
"2970628",2021-03-10 08:22:53,"SLA8","Cumple",2021-03-01
"2970647",2021-03-08 09:22:20,"SLA8","Cumple",2021-03-01
"2970693",2021-03-09 17:14:04,"SLA8","Incumple",2021-03-01
"2970732",2021-03-08 10:06:16,"SLA8","Cumple",2021-03-01
"2970802",2021-03-08 10:42:01,"SLA8","Cumple",2021-03-01
"2970912",2021-03-08 11:22:04,"SLA8","Cumple",2021-03-01
"2971037",2021-03-08 11:59:52,"SLA8","Cumple",2021-03-01
"2971040",2021-03-08 12:05:08,"SLA8","Cumple",2021-03-01
"2971089",2021-03-08 12:17:26,"SLA8","Cumple",2021-03-01
"2971129",2021-03-08 15:18:35,"SLA8","Cumple",2021-03-01
"2971143",2021-03-08 12:47:47,"SLA8","Cumple",2021-03-01
"2971312",2021-03-08 14:19:36,"SLA8","Cumple",2021-03-01
"2971728",2021-03-08 16:07:32,"SLA8","Cumple",2021-03-01
"2971730",2021-03-08 16:18:22,"SLA8","Cumple",2021-03-01
"2971782",2021-03-11 12:41:03,"SLA8","Incumple",2021-03-01
"2971959",2021-03-08 17:31:35,"SLA8","Cumple",2021-03-01
"2971994",2021-03-08 17:33:34,"SLA8","Cumple",2021-03-01
"2972029",2021-03-08 17:48:31,"SLA8","Cumple",2021-03-01
"2972125",2021-03-08 18:28:33,"SLA8","Cumple",2021-03-01
"2972295",2021-03-08 18:56:01,"SLA8","Cumple",2021-03-01
"2972305",2021-03-08 19:20:09,"SLA8","Cumple",2021-03-01
"2972328",2021-03-09 10:03:12,"SLA8","Cumple",2021-03-01
"2972329",2021-03-08 19:32:46,"SLA8","Cumple",2021-03-01
"2972332",2021-03-08 20:29:40,"SLA8","Cumple",2021-03-01
"2972344",2021-03-08 21:48:55,"SLA8","Cumple",2021-03-01
"2972345",2021-03-08 20:10:24,"SLA8","Cumple",2021-03-01
"2972375",2021-03-08 20:57:31,"SLA8","Cumple",2021-03-01
"2972385",2021-03-08 21:37:37,"SLA8","Cumple",2021-03-01
"2972651",2021-03-09 09:04:34,"SLA8","Cumple",2021-03-01
"2972687",2021-03-09 11:37:51,"SLA8","Cumple",2021-03-01
"2972731",2021-03-09 09:57:47,"SLA8","Cumple",2021-03-01
"2972762",2021-03-09 10:32:37,"SLA8","Cumple",2021-03-01
"2972858",2021-03-09 11:17:03,"SLA8","Cumple",2021-03-01
"2973194",2021-03-09 14:16:30,"SLA8","Cumple",2021-03-01
"2973249",2021-03-09 15:24:06,"SLA8","Cumple",2021-03-01
"2973282",2021-03-09 13:19:58,"SLA8","Cumple",2021-03-01
"2973425",2021-03-09 16:08:53,"SLA8","Cumple",2021-03-01
"2973454",2021-03-09 15:23:37,"SLA8","Cumple",2021-03-01
"2973460",2021-03-09 15:27:53,"SLA8","Cumple",2021-03-01
"2973519",2021-03-09 16:12:47,"SLA8","Cumple",2021-03-01
"2973569",2021-03-09 16:07:18,"SLA8","Cumple",2021-03-01
"2973602",2021-03-09 16:20:39,"SLA8","Cumple",2021-03-01
"2973629",2021-03-09 16:18:30,"SLA8","Cumple",2021-03-01
"2973630",2021-03-09 22:18:10,"SLA8","Cumple",2021-03-01
"2973632",2021-03-09 16:45:35,"SLA8","Cumple",2021-03-01
"2973672",2021-03-09 16:30:18,"SLA8","Cumple",2021-03-01
"2973688",2021-03-09 16:48:56,"SLA8","Cumple",2021-03-01
"2973714",2021-03-09 22:15:58,"SLA8","Cumple",2021-03-01
"2973721",2021-03-09 17:01:37,"SLA8","Cumple",2021-03-01
"2973738",2021-03-12 15:03:55,"SLA8","Cumple",2021-03-01
"2973762",2021-04-23 16:19:48,"SLA8","Cumple",2021-04-01
"2973793",2021-03-09 17:21:16,"SLA8","Cumple",2021-03-01
"2973829",2021-03-09 17:33:21,"SLA8","Cumple",2021-03-01
"2973893",2021-03-09 17:52:13,"SLA8","Cumple",2021-03-01
"2973897",2021-03-09 22:40:22,"SLA8","Cumple",2021-03-01
"2973976",2021-03-09 18:36:04,"SLA8","Cumple",2021-03-01
"2973985",2021-03-09 18:24:54,"SLA8","Cumple",2021-03-01
"2974025",2021-03-09 18:52:18,"SLA8","Cumple",2021-03-01
"2974045",2021-03-09 19:06:53,"SLA8","Cumple",2021-03-01
"2974055",2021-03-09 19:52:45,"SLA8","Cumple",2021-03-01
"2974056",2021-03-09 19:59:30,"SLA8","Cumple",2021-03-01
"2974061",2021-03-09 20:05:25,"SLA8","Cumple",2021-03-01
"2974064",2021-03-09 20:52:40,"SLA8","Cumple",2021-03-01
"2974089",2021-03-09 21:47:55,"SLA8","Cumple",2021-03-01
"2974090",2021-03-09 21:51:10,"SLA8","Cumple",2021-03-01
"2974091",2021-03-09 21:59:52,"SLA8","Cumple",2021-03-01
"2974092",2021-03-09 21:54:21,"SLA8","Cumple",2021-03-01
"2974136",2021-03-10 07:36:14,"SLA8","Cumple",2021-03-01
"2974205",2021-03-10 07:40:18,"SLA8","Cumple",2021-03-01
"2974251",2021-03-10 08:05:08,"SLA8","Cumple",2021-03-01
"2974252",2021-03-10 08:01:23,"SLA8","Cumple",2021-03-01
"2974390",2021-03-10 08:53:03,"SLA8","Cumple",2021-03-01
"2974418",2021-03-10 20:57:10,"SLA8","Cumple",2021-03-01
"2974470",2021-03-10 09:34:21,"SLA8","Cumple",2021-03-01
"2974593",2021-03-10 10:24:04,"SLA8","Cumple",2021-03-01
"2974696",2021-03-10 12:45:27,"SLA8","Cumple",2021-03-01
"2974729",2021-03-11 09:02:43,"SLA8","Cumple",2021-03-01
"2974802",2021-03-10 11:26:43,"SLA8","Cumple",2021-03-01
"2974818",2021-03-10 12:26:27,"SLA8","Cumple",2021-03-01
"2974882",2021-03-10 15:46:54,"SLA8","Cumple",2021-03-01
"2974984",2021-04-23 16:17:54,"SLA8","Cumple",2021-04-01
"2975253",2021-03-10 17:56:22,"SLA8","Cumple",2021-03-01
"2975363",2021-03-31 08:39:18,"SLA8","Cumple",2021-03-01
"2975377",2021-04-15 14:47:05,"SLA8","Cumple",2021-04-01
"2975463",2021-03-10 16:36:55,"SLA8","Cumple",2021-03-01
"2976255",2021-03-11 09:48:11,"SLA8","Cumple",2021-03-01
"2976473",2021-03-11 11:30:18,"SLA8","Cumple",2021-03-01
"2976632",2021-03-11 13:45:13,"SLA8","Cumple",2021-03-01
"2976635",2021-03-11 16:37:59,"SLA8","Cumple",2021-03-01
"2976999",2021-03-11 18:22:10,"SLA8","Cumple",2021-03-01
"2977568",2021-03-11 22:31:08,"SLA8","Cumple",2021-03-01
"2977964",2021-03-12 16:28:40,"SLA8","Cumple",2021-03-01
"2978238",2021-03-12 15:21:08,"SLA8","Cumple",2021-03-01
"2978302",2021-03-12 12:54:17,"SLA8","Cumple",2021-03-01
"2978341",2021-03-12 12:10:38,"SLA8","Cumple",2021-03-01
"2978379",2021-03-12 15:03:36,"SLA8","Cumple",2021-03-01
"2978431",2021-03-12 18:02:19,"SLA8","Cumple",2021-03-01
"2978533",2021-03-12 13:48:49,"SLA8","Cumple",2021-03-01
"2978960",2021-03-12 20:32:28,"SLA8","Cumple",2021-03-01
"2978995",2021-03-12 20:05:15,"SLA8","Cumple",2021-03-01
"2980531",2021-03-15 09:22:11,"SLA8","Cumple",2021-03-01
"2980545",2021-03-15 09:12:08,"SLA8","Cumple",2021-03-01
"2980575",2021-03-15 12:00:48,"SLA8","Cumple",2021-03-01
"2980577",2021-03-15 12:01:54,"SLA8","Cumple",2021-03-01
"2980590",2021-03-15 12:03:40,"SLA8","Cumple",2021-03-01
"2980633",2021-03-15 13:13:57,"SLA8","Cumple",2021-03-01
"2980707",2021-03-15 10:48:12,"SLA8","Cumple",2021-03-01
"2981456",2021-03-15 16:53:33,"SLA8","Cumple",2021-03-01
"2981564",2021-03-15 18:59:47,"SLA8","Cumple",2021-03-01
"2981570",2021-03-15 16:52:37,"SLA8","Cumple",2021-03-01
"2982082",2021-03-15 21:20:58,"SLA8","Cumple",2021-03-01
"2982382",2021-03-16 09:02:30,"SLA8","Cumple",2021-03-01
"2982758",2021-03-16 13:02:55,"SLA8","Cumple",2021-03-01
"2982819",2021-03-16 11:42:44,"SLA8","Cumple",2021-03-01
"2982968",2021-03-16 16:30:51,"SLA8","Cumple",2021-03-01
"2982978",2021-03-16 13:18:15,"SLA8","Cumple",2021-03-01
"2983115",2021-03-16 19:35:45,"SLA8","Cumple",2021-03-01
"2983118",2021-03-16 19:41:58,"SLA8","Cumple",2021-03-01
"2983335",2021-03-16 17:42:33,"SLA8","Cumple",2021-03-01
"2983404",2021-03-16 16:48:46,"SLA8","Cumple",2021-03-01
"2983627",2021-03-16 17:37:09,"SLA8","Cumple",2021-03-01
"2983657",2021-03-16 21:51:49,"SLA8","Cumple",2021-03-01
"2983793",2021-03-16 21:29:43,"SLA8","Cumple",2021-03-01
"2984342",2021-03-17 10:26:19,"SLA8","Cumple",2021-03-01
"2984495",2021-03-17 10:00:49,"SLA8","Cumple",2021-03-01
"2984634",2021-03-17 16:05:12,"SLA8","Cumple",2021-03-01
"2984878",2021-03-17 12:45:11,"SLA8","Cumple",2021-03-01
"2984894",2021-03-17 16:35:10,"SLA8","Cumple",2021-03-01
"2985193",2021-03-17 18:08:06,"SLA8","Cumple",2021-03-01
"2985324",2021-04-23 15:17:34,"SLA8","Cumple",2021-04-01
"2985455",2021-03-17 16:02:13,"SLA8","Cumple",2021-03-01
"2985497",2021-03-18 19:24:22,"SLA8","Cumple",2021-03-01
"2985558",2021-03-17 17:43:34,"SLA8","Cumple",2021-03-01
"2985595",2021-03-17 16:51:26,"SLA8","Cumple",2021-03-01
"2985614",2021-03-17 19:45:16,"SLA8","Cumple",2021-03-01
"2985825",2021-03-17 19:27:11,"SLA8","Cumple",2021-03-01
"2985866",2021-03-17 19:38:31,"SLA8","Cumple",2021-03-01
"2985894",2021-03-18 09:29:50,"SLA8","Cumple",2021-03-01
"2986082",2021-03-17 22:00:42,"SLA8","Cumple",2021-03-01
"2986355",2021-03-18 09:50:26,"SLA8","Cumple",2021-03-01
"2986382",2021-03-18 09:58:34,"SLA8","Cumple",2021-03-01
"2986419",2021-03-18 10:17:52,"SLA8","Cumple",2021-03-01
"2986424",2021-03-18 09:03:25,"SLA8","Cumple",2021-03-01
"2986592",2021-03-18 10:11:07,"SLA8","Cumple",2021-03-01
"2986732",2021-03-18 12:44:12,"SLA8","Cumple",2021-03-01
"2986905",2021-03-18 11:53:23,"SLA8","Cumple",2021-03-01
"2987046",2021-03-18 13:52:37,"SLA8","Cumple",2021-03-01
"2987285",2021-03-18 15:00:03,"SLA8","Cumple",2021-03-01
"2987372",2021-03-18 15:19:13,"SLA8","Cumple",2021-03-01
"2987388",2021-03-18 18:12:14,"SLA8","Cumple",2021-03-01
"2987698",2021-03-18 18:42:54,"SLA8","Cumple",2021-03-01
"2987843",2021-03-18 19:16:04,"SLA8","Cumple",2021-03-01
"2987965",2021-03-18 18:46:38,"SLA8","Cumple",2021-03-01
"2988049",2021-03-19 22:04:13,"SLA8","Cumple",2021-03-01
"2988056",2021-03-29 08:23:00,"SLA8","Cumple",2021-03-01
"2988058",2021-03-29 08:27:15,"SLA8","Cumple",2021-03-01
"2988275",2021-03-19 08:06:26,"SLA8","Cumple",2021-03-01
"2988341",2021-03-19 10:32:47,"SLA8","Cumple",2021-03-01
"2988345",2021-03-19 11:00:47,"SLA8","Cumple",2021-03-01
"2988581",2021-04-23 15:48:53,"SLA8","Cumple",2021-04-01
"2988584",2021-03-19 17:11:28,"SLA8","Cumple",2021-03-01
"2988853",2021-03-19 13:39:17,"SLA8","Cumple",2021-03-01
"2988906",2021-03-19 16:50:28,"SLA8","Cumple",2021-03-01
"2991061",2021-03-23 07:44:43,"SLA8","Cumple",2021-03-01
"2991071",2021-03-23 07:46:27,"SLA8","Cumple",2021-03-01
"2991211",2021-03-23 13:35:36,"SLA8","Cumple",2021-03-01
"2991316",2021-03-23 11:20:36,"SLA8","Cumple",2021-03-01
"2991337",2021-03-23 10:01:37,"SLA8","Cumple",2021-03-01
"2991767",2021-03-23 12:29:08,"SLA8","Cumple",2021-03-01
"2991769",2021-03-23 12:38:01,"SLA8","Cumple",2021-03-01
"2991776",2021-03-23 19:02:52,"SLA8","Cumple",2021-03-01
"2991884",2021-03-23 13:50:46,"SLA8","Cumple",2021-03-01
"2991935",2021-03-23 14:26:21,"SLA8","Cumple",2021-03-01
"2991969",2021-03-23 16:44:42,"SLA8","Cumple",2021-03-01
"2992119",2021-03-23 21:37:52,"SLA8","Cumple",2021-03-01
"2992132",2021-03-23 15:25:23,"SLA8","Cumple",2021-03-01
"2992142",2021-03-23 15:31:37,"SLA8","Cumple",2021-03-01
"2992159",2021-03-23 15:39:27,"SLA8","Cumple",2021-03-01
"2992296",2021-03-23 19:08:56,"SLA8","Cumple",2021-03-01
"2992353",2021-03-23 16:35:32,"SLA8","Cumple",2021-03-01
"2992456",2021-03-23 17:08:27,"SLA8","Cumple",2021-03-01
"2992479",2021-03-23 17:11:51,"SLA8","Cumple",2021-03-01
"2992581",2021-03-23 18:05:23,"SLA8","Cumple",2021-03-01
"2992825",2021-03-23 19:14:35,"SLA8","Cumple",2021-03-01
"2992841",2021-03-24 08:24:00,"SLA8","Cumple",2021-03-01
"2992851",2021-03-23 21:08:53,"SLA8","Cumple",2021-03-01
"2993523",2021-03-24 14:46:49,"SLA8","Cumple",2021-03-01
"2993554",2021-03-24 11:20:52,"SLA8","Cumple",2021-03-01
"2993557",2021-03-24 11:28:38,"SLA8","Cumple",2021-03-01
"2993679",2021-03-24 12:33:26,"SLA8","Cumple",2021-03-01
"2994339",2021-04-23 15:01:38,"SLA8","Cumple",2021-04-01
"2995225",2021-03-25 10:40:53,"SLA8","Cumple",2021-03-01
"2995986",2021-04-15 14:55:37,"SLA8","Cumple",2021-04-01
"2995989",2021-04-15 11:20:36,"SLA8","Cumple",2021-04-01
"2996253",2021-03-25 17:25:58,"SLA8","Cumple",2021-03-01
"2996282",2021-03-25 17:47:23,"SLA8","Cumple",2021-03-01
"2996311",2021-03-25 17:53:09,"SLA8","Cumple",2021-03-01
"2996339",2021-03-25 18:15:55,"SLA8","Cumple",2021-03-01
"2996668",2021-03-26 10:31:36,"SLA8","Cumple",2021-03-01
"2996768",2021-03-26 10:29:29,"SLA8","Cumple",2021-03-01
"2997188",2021-03-26 13:15:28,"SLA8","Cumple",2021-03-01
"2997284",2021-03-26 14:18:51,"SLA8","Cumple",2021-03-01
"2997306",2021-03-26 13:02:45,"SLA8","Cumple",2021-03-01
"2997385",2021-04-23 15:41:47,"SLA8","Cumple",2021-04-01
"2997768",2021-03-26 18:29:12,"SLA8","Cumple",2021-03-01
"2997792",2021-03-26 16:58:26,"SLA8","Cumple",2021-03-01
"2997840",2021-03-26 17:51:52,"SLA8","Cumple",2021-03-01
"2997870",2021-03-30 05:59:29,"SLA8","Incumple",2021-03-01
"2997985",2021-03-26 21:38:39,"SLA8","Cumple",2021-03-01
"2998010",2021-03-26 18:58:44,"SLA8","Cumple",2021-03-01
"2998017",2021-03-26 19:00:16,"SLA8","Cumple",2021-03-01
"2998019",2021-03-29 08:06:13,"SLA8","Incumple",2021-03-01
"2999097",2021-03-29 08:35:54,"SLA8","Cumple",2021-03-01
"2999099",2021-03-29 08:44:21,"SLA8","Cumple",2021-03-01
"2999173",2021-03-29 09:15:37,"SLA8","Cumple",2021-03-01
"2999174",2021-03-29 09:20:14,"SLA8","Cumple",2021-03-01
"2999195",2021-03-29 11:10:43,"SLA8","Cumple",2021-03-01
"2999282",2021-03-29 11:56:35,"SLA8","Cumple",2021-03-01
"2999375",2021-03-29 14:37:27,"SLA8","Incumple",2021-03-01
"2999487",2021-03-29 12:11:37,"SLA8","Cumple",2021-03-01
"2999561",2021-04-23 16:23:16,"SLA8","Cumple",2021-04-01
"2999837",2021-03-29 16:32:31,"SLA8","Cumple",2021-03-01
"2999962",2021-03-30 06:06:12,"SLA8","Cumple",2021-03-01
"2999988",2021-03-30 06:03:17,"SLA8","Cumple",2021-03-01
"3000600",2021-03-30 10:39:47,"SLA8","Cumple",2021-03-01
"3000710",2021-04-12 15:56:21,"SLA4","Incumple",2021-04-01
"3000805",2021-03-30 10:22:41,"SLA8","Cumple",2021-03-01
"3000824",2021-03-30 10:40:36,"SLA8","Cumple",2021-03-01
"3000971",2021-03-30 12:52:32,"SLA8","Cumple",2021-03-01
"3001122",2021-04-23 15:50:39,"SLA8","Cumple",2021-04-01
"3001299",2021-03-30 15:06:27,"SLA8","Cumple",2021-03-01
"3001376",2021-03-30 15:26:09,"SLA8","Cumple",2021-03-01
"3001379",2021-03-30 14:51:23,"SLA8","Cumple",2021-03-01
"3001454",2021-03-30 15:16:01,"SLA8","Cumple",2021-03-01
"3001484",2021-03-30 15:42:25,"SLA8","Cumple",2021-03-01
"3001495",2021-03-30 16:24:31,"SLA8","Cumple",2021-03-01
"3001549",2021-03-30 16:25:20,"SLA8","Cumple",2021-03-01
"3001561",2021-03-30 16:07:22,"SLA8","Cumple",2021-03-01
"3001634",2021-03-30 16:55:02,"SLA8","Cumple",2021-03-01
"3001638",2021-03-30 16:43:47,"SLA8","Cumple",2021-03-01
"3002207",2021-03-31 20:06:56,"SLA8","Cumple",2021-03-01
"3002226",2021-03-31 11:44:24,"SLA8","Cumple",2021-03-01
"3002392",2021-03-31 09:44:25,"SLA8","Cumple",2021-03-01
"3002433",2021-03-31 10:23:29,"SLA8","Cumple",2021-03-01
"3002480",2021-03-31 11:14:14,"SLA8","Cumple",2021-03-01
"3002493",2021-03-31 10:51:52,"SLA8","Cumple",2021-03-01
"3002583",2021-03-31 12:22:28,"SLA8","Cumple",2021-03-01
"3002593",2021-03-31 12:40:37,"SLA8","Cumple",2021-03-01
"3002602",2021-03-31 12:23:00,"SLA8","Cumple",2021-03-01
"3002625",2021-03-31 12:47:40,"SLA8","Cumple",2021-03-01
"3002627",2021-03-31 12:56:05,"SLA8","Cumple",2021-03-01
"3002715",2021-03-31 13:27:58,"SLA8","Cumple",2021-03-01
"3002786",2021-03-31 16:12:12,"SLA8","Cumple",2021-03-01
"3002919",2021-04-08 11:17:37,"SLA8","Incumple",2021-04-01
"3002941",2021-04-08 11:27:22,"SLA8","Incumple",2021-04-01
"3005592",2021-04-05 13:19:47,"SLA8","Cumple",2021-04-01
"3005865",2021-04-06 20:12:02,"SLA8","Cumple",2021-04-01
"3005889",2021-04-06 20:13:28,"SLA8","Cumple",2021-04-01
"3006013",2021-04-08 11:14:42,"SLA8","Cumple",2021-04-01
"3007346",2021-04-06 15:55:48,"SLA8","Cumple",2021-04-01
"3007435",2021-04-06 17:03:13,"SLA8","Cumple",2021-04-01
"3007564",2021-04-06 16:27:50,"SLA8","Cumple",2021-04-01
"3007675",2021-04-06 16:54:32,"SLA8","Cumple",2021-04-01
"3007727",2021-04-06 17:26:15,"SLA8","Cumple",2021-04-01
"3007738",2021-04-06 17:31:17,"SLA8","Cumple",2021-04-01
"3008312",2021-04-07 08:34:09,"SLA8","Cumple",2021-04-01
"3008436",2021-04-07 08:51:26,"SLA8","Cumple",2021-04-01
"3008471",2021-04-07 09:03:58,"SLA8","Cumple",2021-04-01
"3008545",2021-04-07 12:01:28,"SLA8","Cumple",2021-04-01
"3008555",2021-04-07 09:57:32,"SLA8","Cumple",2021-04-01
"3008761",2021-04-07 11:28:38,"SLA8","Cumple",2021-04-01
"3008787",2021-04-07 11:44:47,"SLA8","Cumple",2021-04-01
"3008798",2021-04-07 12:24:36,"SLA8","Cumple",2021-04-01
"3008810",2021-04-07 11:47:29,"SLA8","Cumple",2021-04-01
"3008828",2021-04-07 12:04:20,"SLA8","Cumple",2021-04-01
"3008888",2021-04-07 12:37:14,"SLA8","Cumple",2021-04-01
"3009002",2021-04-08 00:11:43,"SLA8","Cumple",2021-04-01
"3009005",2021-04-08 00:12:22,"SLA8","Cumple",2021-04-01
"3009035",2021-04-08 00:10:18,"SLA8","Cumple",2021-04-01
"3009042",2021-04-07 14:28:22,"SLA8","Cumple",2021-04-01
"3009301",2021-04-07 16:26:58,"SLA8","Cumple",2021-04-01
"3009357",2021-04-07 16:26:17,"SLA8","Cumple",2021-04-01
"3009687",2021-04-07 18:07:57,"SLA8","Cumple",2021-04-01
"3009713",2021-04-09 18:06:54,"SLA8","Cumple",2021-04-01
"3009995",2021-04-08 10:51:35,"SLA8","Cumple",2021-04-01
"3010099",2021-04-08 08:51:21,"SLA8","Cumple",2021-04-01
"3010339",2021-04-08 10:29:26,"SLA8","Cumple",2021-04-01
"3010359",2021-04-08 10:36:44,"SLA8","Cumple",2021-04-01
"3010377",2021-04-08 10:46:46,"SLA8","Cumple",2021-04-01
"3010420",2021-04-08 11:06:24,"SLA8","Cumple",2021-04-01
"3010469",2021-04-08 12:31:05,"SLA8","Cumple",2021-04-01
"3010494",2021-04-08 14:40:25,"SLA8","Cumple",2021-04-01
"3010853",2021-04-09 11:20:10,"SLA8","Cumple",2021-04-01
"3011522",2021-04-08 21:33:42,"SLA8","Cumple",2021-04-01
"3011526",2021-04-08 21:42:10,"SLA8","Cumple",2021-04-01
"3011551",2021-04-08 22:18:05,"SLA8","Cumple",2021-04-01
"3011552",2021-04-08 22:42:33,"SLA8","Cumple",2021-04-01
"3011641",2021-04-09 07:32:39,"SLA8","Cumple",2021-04-01
"3012059",2021-04-09 13:19:09,"SLA8","Cumple",2021-04-01
"3012207",2021-04-09 14:08:00,"SLA8","Cumple",2021-04-01
"3012223",2021-04-09 12:02:20,"SLA8","Cumple",2021-04-01
"3012232",2021-04-09 14:37:13,"SLA8","Cumple",2021-04-01
"3012261",2021-04-09 20:58:25,"SLA8","Cumple",2021-04-01
"3012283",2021-04-09 12:09:58,"SLA8","Cumple",2021-04-01
"3012296",2021-04-09 12:17:15,"SLA8","Cumple",2021-04-01
"3012337",2021-04-09 12:27:51,"SLA8","Cumple",2021-04-01
"3012451",2021-04-09 14:15:19,"SLA8","Cumple",2021-04-01
"3012536",2021-04-09 17:26:47,"SLA8","Cumple",2021-04-01
"3012570",2021-04-09 15:47:32,"SLA8","Cumple",2021-04-01
"3012922",2021-04-09 17:52:46,"SLA8","Cumple",2021-04-01
"3012964",2021-04-12 18:28:24,"SLA8","Incumple",2021-04-01
"3012997",2021-04-09 16:58:41,"SLA8","Cumple",2021-04-01
"3013023",2021-04-09 17:32:28,"SLA8","Cumple",2021-04-01
"3013074",2021-04-09 17:58:53,"SLA8","Cumple",2021-04-01
"3013108",2021-04-09 18:16:19,"SLA8","Cumple",2021-04-01
"3013221",2021-04-10 08:01:06,"SLA8","Cumple",2021-04-01
"3013222",2021-04-10 08:14:49,"SLA8","Cumple",2021-04-01
"3013231",2021-04-10 08:23:09,"SLA8","Cumple",2021-04-01
"3013232",2021-04-10 16:20:09,"SLA8","Cumple",2021-04-01
"3013319",2021-04-10 09:49:02,"SLA8","Cumple",2021-04-01
"3013320",2021-04-10 16:47:13,"SLA8","Cumple",2021-04-01
"3013829",2021-04-10 17:26:59,"SLA8","Cumple",2021-04-01
"3014262",2021-04-12 08:42:21,"SLA8","Cumple",2021-04-01
"3014281",2021-04-12 07:18:23,"SLA8","Cumple",2021-04-01
"3014299",2021-04-12 08:38:53,"SLA8","Cumple",2021-04-01
"3014301",2021-04-12 08:39:52,"SLA8","Cumple",2021-04-01
"3014307",2021-04-12 08:40:56,"SLA8","Cumple",2021-04-01
"3014320",2021-04-12 07:58:02,"SLA8","Cumple",2021-04-01
"3014414",2021-04-12 08:34:43,"SLA8","Cumple",2021-04-01
"3014540",2021-04-12 09:59:02,"SLA8","Cumple",2021-04-01
"3014578",2021-04-12 20:31:38,"SLA8","Cumple",2021-04-01
"3015198",2021-04-12 15:34:07,"SLA4","Cumple",2021-04-01
"3015213",2021-04-14 15:03:22,"SLA8","Cumple",2021-04-01
"3015230",2021-04-12 14:51:24,"SLA8","Cumple",2021-04-01
"3015314",2021-04-12 15:42:46,"SLA8","Cumple",2021-04-01
"3015506",2021-04-12 17:38:08,"SLA8","Cumple",2021-04-01
"3015518",2021-04-12 17:36:03,"SLA8","Cumple",2021-04-01
"3015674",2021-04-12 17:53:52,"SLA8","Cumple",2021-04-01
"3015850",2021-04-12 19:53:24,"SLA8","Cumple",2021-04-01
"3016316",2021-04-13 08:56:07,"SLA8","Cumple",2021-04-01
"3016343",2021-04-13 16:49:18,"SLA4","Cumple",2021-04-01
"3016580",2021-04-13 10:36:48,"SLA8","Cumple",2021-04-01
"3016586",2021-04-13 14:43:43,"SLA8","Cumple",2021-04-01
"3016601",2021-04-13 11:39:58,"SLA8","Cumple",2021-04-01
"3016825",2021-04-13 16:00:50,"SLA8","Cumple",2021-04-01
"3017474",2021-04-13 16:41:43,"SLA8","Cumple",2021-04-01
"3017524",2021-04-13 17:07:06,"SLA8","Cumple",2021-04-01
"3017584",2021-04-13 17:30:09,"SLA8","Cumple",2021-04-01
"3017642",2021-04-13 18:06:05,"SLA8","Cumple",2021-04-01
"3018250",2021-04-14 16:21:17,"SLA4","Cumple",2021-04-01
"3018864",2021-04-16 14:03:47,"SLA8","Cumple",2021-04-01
"3019176",2021-04-14 17:45:47,"SLA8","Cumple",2021-04-01
"3019182",2021-04-14 18:56:09,"SLA8","Cumple",2021-04-01
"3019859",2021-04-15 08:49:38,"SLA8","Cumple",2021-04-01
"3019908",2021-04-15 18:42:40,"SLA8","Cumple",2021-04-01
"3019930",2021-04-15 09:31:19,"SLA8","Cumple",2021-04-01
"3019941",2021-04-15 10:22:49,"SLA8","Cumple",2021-04-01
"3019971",2021-04-15 17:11:45,"SLA8","Cumple",2021-04-01
"3020129",2021-04-15 14:35:41,"SLA8","Cumple",2021-04-01
"3020218",2021-04-15 11:56:45,"SLA8","Cumple",2021-04-01
"3020257",2021-04-15 12:09:12,"SLA8","Cumple",2021-04-01
"3020297",2021-04-15 12:21:15,"SLA8","Cumple",2021-04-01
"3020523",2021-04-15 14:16:18,"SLA8","Cumple",2021-04-01
"3020545",2021-04-15 17:41:47,"SLA8","Cumple",2021-04-01
"3020756",2021-04-15 16:34:37,"SLA8","Cumple",2021-04-01
"3021430",2021-04-16 09:45:17,"SLA8","Cumple",2021-04-01
"3021488",2021-04-16 19:15:12,"SLA8","Cumple",2021-04-01
"3021616",2021-04-16 17:52:50,"SLA8","Cumple",2021-04-01
"3021691",2021-04-16 16:25:12,"SLA8","Cumple",2021-04-01
"3021699",2021-04-19 13:54:10,"SLA8","Cumple",2021-04-01
"3021814",2021-04-16 20:53:52,"SLA8","Cumple",2021-04-01
"3022407",2021-04-19 11:09:58,"SLA8","Cumple",2021-04-01
"3023378",2021-04-21 20:14:47,"SLA8","Cumple",2021-04-01
"3023464",2021-04-19 16:41:40,"SLA8","Cumple",2021-04-01
"3023479",2021-04-19 12:13:15,"SLA8","Cumple",2021-04-01
"3023858",2021-04-19 14:05:37,"SLA8","Cumple",2021-04-01
"3023929",2021-04-19 12:35:00,"SLA8","Cumple",2021-04-01
"3024004",2021-04-19 13:44:51,"SLA8","Cumple",2021-04-01
"3024024",2021-04-19 13:46:04,"SLA8","Cumple",2021-04-01
"3024178",2021-04-19 18:11:39,"SLA8","Cumple",2021-04-01
"3024376",2021-04-19 18:31:56,"SLA8","Cumple",2021-04-01
"3025194",2021-04-20 10:16:48,"SLA8","Cumple",2021-04-01
"3025260",2021-04-20 10:38:19,"SLA8","Cumple",2021-04-01
"3025324",2021-04-20 11:44:06,"SLA8","Cumple",2021-04-01
